index,problematic_features
46143,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46159,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46210,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
46217,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46258,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46307,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46319,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46339,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
46390,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46405,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46420,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46425,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46546,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46549,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46596,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
46651,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46653,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46663,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46675,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46684,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46709,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46710,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46718,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
46756,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46760,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46791,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46793,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46849,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46850,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46886,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
46887,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
46908,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46919,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46952,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
46974,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47012,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
47033,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47091,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47128,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47165,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47186,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47195,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47220,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
47227,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47252,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
47331,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47336,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47340,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47364,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47375,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47379,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47397,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
47426,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47465,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47483,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47493,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47507,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
47574,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
47592,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47595,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47620,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
47629,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47648,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47660,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47663,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
47665,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47688,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47712,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47823,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47862,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47880,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
47887,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47905,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47911,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47912,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47975,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
47984,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
47996,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48011,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48026,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']
48049,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48090,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48100,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48109,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48113,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48117,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48119,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
48125,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48162,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
48204,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48215,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48235,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48287,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
48299,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48334,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48345,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48363,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48373,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48389,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
48477,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
48498,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48514,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48549,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48567,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48576,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48577,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48607,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48619,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48629,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48632,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48634,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48665,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48678,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48705,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48738,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48796,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48821,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48872,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48888,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
48913,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48931,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48947,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
48953,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48964,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
48969,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
49010,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
49087,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49092,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49130,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49138,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
49141,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49174,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49176,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49187,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49205,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
49208,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49243,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
49257,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49270,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49352,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49354,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49405,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49447,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49454,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49480,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49483,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49536,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49551,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
49565,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49594,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49620,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
49622,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49624,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49657,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49695,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49700,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49707,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49714,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49717,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
49737,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
49850,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
49922,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
50013,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
50071,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50077,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50087,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
50126,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50143,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50150,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50158,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50197,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50211,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50217,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50269,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
50282,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50313,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50316,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50340,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
50353,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50359,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50383,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50413,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50414,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50433,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50491,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50512,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
50564,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
50565,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50570,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
50584,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50626,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50668,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50712,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50720,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50768,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
50813,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50814,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
50864,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
50933,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50936,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
50941,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
50982,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
50993,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51006,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51025,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51077,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
51110,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51121,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
51162,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
51164,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51166,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51325,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51336,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.065)']
51339,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
51369,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51382,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51411,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51484,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
51491,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51507,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51524,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51534,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
51546,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
51565,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51602,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51621,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51626,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51637,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']"
51638,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51641,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51687,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
51721,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51790,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
51798,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51828,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
51853,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
51921,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52024,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52039,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52121,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52132,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52143,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52157,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52209,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52216,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
52233,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52276,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52298,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52327,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
52370,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52387,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52440,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52459,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52468,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52537,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52550,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52565,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
52635,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52640,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52662,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52666,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52676,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52761,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52839,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52847,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52864,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52890,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
52928,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
52932,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
52938,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53009,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53048,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53058,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53070,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53095,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53110,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53114,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53133,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53137,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53154,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53217,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53235,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53318,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53349,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53379,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53463,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53472,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
53512,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53530,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53549,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53583,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
53585,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53592,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53596,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53603,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53611,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
53640,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53654,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53668,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53671,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53690,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
53698,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53702,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53720,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53721,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53749,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
53792,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53818,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53876,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53878,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53945,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53973,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
53982,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
53996,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
53997,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54003,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54029,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54030,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54034,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54041,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54057,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54082,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54146,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
54183,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54228,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54258,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54265,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54295,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54339,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54360,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54391,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54393,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54436,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54480,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
54630,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54684,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54734,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54760,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54766,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54800,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54809,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
54882,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
54970,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
55033,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55037,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55055,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55109,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55230,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55305,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55316,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55323,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55439,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
55448,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55464,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55562,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55570,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55579,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
55592,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55625,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55629,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55636,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55687,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55698,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55764,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
55823,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55857,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55865,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55867,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55879,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
55887,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
55896,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55897,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55900,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55904,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
55916,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
55995,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
56009,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
56101,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56105,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56130,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56165,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56175,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
56204,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56222,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
56223,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
56231,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
